state,date,PRECTOTCORR,T2M,RH2M
Osun,20220215,0.0,25.93,78.28
Osun,20220216,0.0,25.81,85.33
Osun,20220217,0.0,25.7,86.62
Osun,20220218,0.0,26.62,80.5
Osun,20220219,0.0,26.55,84.1
Osun,20220220,0.0,27.03,79.62
Osun,20220221,0.0,26.6,81.85
Osun,20220222,0.0,26.44,77.86
Osun,20220223,0.0,26.27,83.35
Osun,20220224,0.0,27.07,79.89
Osun,20220225,6.13,26.34,83.03
Osun,20220226,3.52,26.79,81.9
Osun,20220227,5.86,26.49,82.85
Osun,20220228,4.91,26.35,82.09
Osun,20220301,9.22,26.06,85.46
Osun,20220302,1.5,25.29,90.97
Osun,20220303,1.83,25.46,89.73
Osun,20220304,3.5,24.7,93.14
Osun,20220305,0.89,25.44,87.12
Osun,20220306,3.98,25.34,90.58
Osun,20220307,2.27,25.92,88.2
Osun,20220308,1.94,26.53,86.65
Osun,20220309,1.79,26.71,85.65
Osun,20220310,6.48,26.33,88.42
Osun,20220311,4.57,26.56,86.65
Osun,20220312,2.3,25.6,91.16
Osun,20220313,3.69,25.89,87.86
Osun,20220314,2.37,25.71,88.95
Osun,20220315,1.15,25.64,91.47
Osun,20220316,0.52,26.45,86.64
Osun,20220317,2.49,26.59,86.98
Osun,20220318,3.38,27.17,83.4
Osun,20220319,5.88,26.5,88.88
Osun,20220320,10.59,26.3,88.9
Osun,20220321,8.71,25.74,90.5
Osun,20220322,5.32,25.61,93.61
Osun,20220323,2.53,26.3,89.31
Osun,20220324,4.27,26.1,90.32
Osun,20220325,2.96,26.17,89.68
Osun,20220326,0.8,26.81,85.06
Osun,20220327,1.41,27.08,81.12
Osun,20220328,2.3,26.57,82.21
Osun,20220329,6.5,26.82,86.64
Osun,20220330,13.16,26.77,87.85
Osun,20220331,18.82,26.5,90.85
Osun,20220401,3.74,25.84,91.02
Osun,20220402,2.57,25.49,90.29
Osun,20220403,2.98,25.97,88.31
Osun,20220404,1.92,25.19,92.14
Osun,20220405,3.59,25.99,90.06
Osun,20220406,4.32,25.72,90.32
Osun,20220407,6.51,25.26,92.05
Osun,20220408,7.87,25.96,90.67
Osun,20220409,3.51,25.11,91.58
Osun,20220410,0.92,25.53,86.88
Osun,20220411,4.02,25.48,90.46
Osun,20220412,12.43,25.15,93.35
Osun,20220413,3.39,24.56,92.32
Osun,20220414,2.71,25.4,86.2
Osun,20220415,6.16,24.34,91.17
Osun,20220416,10.49,25.55,88.01
Osun,20220417,11.47,25.1,92.38
Osun,20220418,7.6,24.63,88.52
Osun,20220419,3.45,25.74,84.41
Osun,20220420,27.12,24.72,93.3
Osun,20220421,2.36,25.51,88.7
Osun,20220422,4.01,26.09,88.9
Osun,20220423,11.52,25.31,93.11
Osun,20220424,2.01,25.1,92.44
Osun,20220425,5.86,25.42,89.93
Osun,20220426,8.62,25.15,92.44
Osun,20220427,18.62,24.8,93.56
Osun,20220428,9.64,24.9,89.99
Osun,20220429,7.17,24.66,90.86
Osun,20220430,5.74,25.25,89.28
Osun,20220501,10.14,25.61,89.64
Osun,20220502,7.57,25.23,91.02
Osun,20220503,6.34,25.69,88.47
Osun,20220504,5.92,25.67,90.91
Osun,20220505,6.7,25.39,91.19
Osun,20220506,1.11,25.08,90.26
Osun,20220507,1.69,25.23,89.84
Osun,20220508,1.13,25.21,90.59
Osun,20220509,6.0,25.25,92.77
Osun,20220510,1.37,26.2,87.42
Osun,20220511,4.08,26.18,87.54
Osun,20220512,2.4,25.68,90.39
Osun,20220513,6.16,25.69,90.96
Osun,20220514,7.43,25.95,91.75
Osun,20220515,4.68,26.24,88.92
Osun,20220516,4.89,26.19,91.01
Osun,20220517,7.0,25.58,93.01
Osun,20220518,8.59,25.89,90.5
Osun,20220519,15.01,25.4,91.96
Osun,20220520,10.17,26.4,86.02
Osun,20220521,6.47,25.43,90.77
Osun,20220522,3.38,24.64,91.1
Osun,20220523,7.97,24.14,91.37
Osun,20220524,0.49,24.68,88.93
Osun,20220525,4.57,25.2,88.38
Osun,20220526,5.42,25.1,90.71
Osun,20220527,3.43,24.76,90.65
Osun,20220528,2.26,25.27,89.35
Osun,20220529,1.62,25.47,90.52
Osun,20220530,4.43,25.98,88.54
Osun,20220531,10.56,25.12,93.12
Osun,20220601,7.48,25.59,88.52
Osun,20220602,6.54,25.88,89.33
Osun,20220603,4.68,25.17,92.67
Osun,20220604,10.66,25.07,91.46
Osun,20220605,6.35,24.4,88.53
Osun,20220606,8.62,24.57,88.43
Osun,20220607,7.87,24.43,90.72
Osun,20220608,17.36,24.59,91.89
Osun,20220609,26.34,24.65,92.82
Osun,20220610,8.97,24.53,94.35
Osun,20220611,66.44,24.2,95.0
Osun,20220612,0.91,24.84,87.79
Osun,20220613,1.75,25.07,90.25
Osun,20220614,10.42,25.1,92.74
Osun,20220615,35.03,24.37,95.94
Osun,20220616,33.22,24.21,94.14
Osun,20220617,8.24,23.61,92.2
Osun,20220618,7.77,23.56,93.5
Osun,20220619,3.4,24.72,90.23
Osun,20220620,13.16,24.48,92.47
Osun,20220621,29.06,24.09,93.39
Osun,20220622,21.18,23.77,91.99
Osun,20220623,1.8,24.39,90.97
Osun,20220624,14.49,24.11,93.69
Osun,20220625,14.79,24.14,93.96
Osun,20220626,6.75,24.57,90.9
Osun,20220627,4.4,24.35,92.73
Osun,20220628,3.8,24.69,91.91
Osun,20220629,12.24,24.43,93.17
Osun,20220630,15.4,23.97,90.99
Osun,20220701,15.31,23.64,90.72
Osun,20220702,3.34,23.78,92.44
Osun,20220703,2.66,24.34,89.55
Osun,20220704,12.47,24.1,92.89
Osun,20220705,5.97,24.08,92.76
Osun,20220706,0.71,24.96,88.63
Osun,20220707,4.68,25.16,91.01
Osun,20220708,30.16,24.32,94.51
Osun,20220709,11.71,24.07,93.89
Osun,20220710,4.1,24.39,90.92
Osun,20220711,8.01,24.08,92.28
Osun,20220712,5.45,24.75,89.8
Osun,20220713,5.58,24.24,92.22
Osun,20220714,6.88,23.6,93.12
Osun,20220715,1.99,24.33,90.83
Osun,20220716,2.01,24.13,91.41
Osun,20220717,2.0,24.52,89.76
Osun,20220718,0.9,24.12,88.84
Osun,20220719,0.71,23.81,88.16
Osun,20220720,7.46,23.41,89.57
Osun,20220721,19.37,22.77,93.27
Osun,20220722,27.32,23.47,92.96
Osun,20220723,20.6,23.64,92.67
Osun,20220724,16.0,24.44,90.45
Osun,20220725,4.63,24.31,92.13
Osun,20220726,14.32,23.69,94.63
Osun,20220727,14.55,23.9,92.58
Osun,20220728,23.71,23.21,94.21
Osun,20220729,2.42,23.52,91.89
Osun,20220730,2.77,23.39,92.1
Osun,20220731,4.91,23.13,93.89
Osun,20220801,4.22,23.12,92.4
Osun,20220802,0.65,22.41,91.9
Osun,20220803,1.99,23.7,89.48
Osun,20220804,0.84,23.78,89.13
Osun,20220805,0.2,24.05,87.16
Osun,20220806,0.36,23.94,87.31
Osun,20220807,0.39,24.11,87.91
Osun,20220808,0.81,23.37,91.98
Osun,20220809,1.36,24.2,89.42
Osun,20220810,2.51,23.98,90.42
Osun,20220811,4.18,23.06,93.17
Osun,20220812,11.12,23.63,91.64
Osun,20220813,7.06,23.56,92.77
Osun,20220814,38.3,23.2,94.22
Osun,20220815,20.78,22.7,93.14
Osun,20220816,6.17,23.55,90.19
Osun,20220817,0.59,24.32,86.43
Osun,20220818,20.39,24.18,90.53
Osun,20220819,57.65,22.95,95.68
Osun,20220820,2.8,23.63,90.9
Osun,20220821,0.34,23.74,88.88
Osun,20220822,7.84,23.57,93.3
Osun,20220823,8.5,23.1,93.75
Osun,20220824,4.79,24.08,90.15
Osun,20220825,8.49,23.9,90.11
Osun,20220826,28.53,23.56,93.88
Osun,20220827,35.5,23.23,93.12
Osun,20220828,3.5,23.51,92.01
Osun,20220829,2.89,23.85,90.59
Osun,20220830,20.56,23.91,94.08
Osun,20220831,36.98,23.66,94.52
Osun,20220901,3.3,23.61,92.98
Osun,20220902,3.77,23.69,90.76
Osun,20220903,5.14,24.16,89.74
Osun,20220904,13.81,24.48,89.62
Osun,20220905,6.54,24.66,89.42
Osun,20220906,11.26,24.4,91.37
Osun,20220907,11.49,24.02,92.81
Osun,20220908,9.29,24.45,91.61
Osun,20220909,3.34,23.93,93.0
Osun,20220910,2.36,24.5,88.8
Osun,20220911,43.71,24.18,92.1
Osun,20220912,25.93,23.48,95.38
Osun,20220913,4.07,24.59,90.28
Osun,20220914,7.33,24.43,90.16
Osun,20220915,31.6,24.02,94.67
Osun,20220916,20.57,24.3,91.69
Osun,20220917,7.27,23.53,93.91
Osun,20220918,19.48,23.81,93.77
Osun,20220919,18.5,23.58,94.92
Osun,20220920,4.53,23.39,93.88
Osun,20220921,10.41,24.56,89.41
Osun,20220922,13.11,24.87,91.5
Osun,20220923,13.51,24.52,92.78
Osun,20220924,9.56,24.72,89.79
Osun,20220925,15.45,24.38,90.99
Osun,20220926,53.28,23.2,93.53
Osun,20220927,1.56,23.64,92.57
Osun,20220928,9.29,23.45,91.37
Osun,20220929,5.68,23.47,91.19
Osun,20220930,45.83,24.16,91.49
Osun,20221001,22.94,24.04,93.48
Osun,20221002,4.84,23.8,92.34
Osun,20221003,1.69,24.51,90.12
Osun,20221004,2.55,24.9,89.81
Osun,20221005,2.8,25.15,89.01
Osun,20221006,30.81,23.86,95.09
Osun,20221007,62.94,24.14,92.59
Osun,20221008,11.02,24.87,86.54
Osun,20221009,32.49,24.65,92.89
Osun,20221010,16.99,24.18,90.0
Osun,20221011,2.74,25.14,85.04
Osun,20221012,7.37,24.86,90.55
Osun,20221013,40.86,24.11,94.26
Osun,20221014,6.46,25.16,87.58
Osun,20221015,9.32,25.05,87.89
Osun,20221016,5.11,25.04,89.21
Osun,20221017,1.54,25.88,85.4
Osun,20221018,17.77,25.91,86.16
Osun,20221019,13.69,24.84,90.59
Osun,20221020,16.96,24.75,91.47
Osun,20221021,9.86,25.63,86.46
Osun,20221022,23.08,25.65,87.37
Osun,20221023,2.29,25.96,87.08
Osun,20221024,1.21,25.64,86.84
Osun,20221025,4.3,25.28,89.86
Osun,20221026,2.24,25.8,88.1
Osun,20221027,1.61,26.31,83.89
Osun,20221028,1.07,25.16,77.17
Osun,20221029,0.99,25.36,80.35
Osun,20221030,0.19,25.29,86.2
Osun,20221031,0.27,25.23,79.9
Osun,20221101,1.13,25.28,80.57
Osun,20221102,0.37,24.89,84.45
Osun,20221103,0.48,24.63,91.74
Osun,20221104,1.94,25.66,85.62
Osun,20221105,1.85,24.9,89.77
Osun,20221106,0.7,26.22,80.53
Osun,20221107,0.72,25.06,79.78
Osun,20221108,0.75,26.1,81.91
Osun,20221109,2.43,25.65,87.08
Osun,20221110,4.58,25.05,90.11
Osun,20221111,2.48,25.44,88.06
Osun,20221112,1.49,25.46,87.4
Osun,20221113,0.63,25.57,85.6
Osun,20221114,0.19,25.33,80.53
Osun,20221115,0.13,24.87,77.79
Osun,20221116,0.17,23.7,84.98
Osun,20221117,0.28,24.8,85.9
Osun,20221118,0.11,25.45,84.35
Osun,20221119,0.28,25.46,83.65
Osun,20221120,0.26,24.64,88.8
Osun,20221121,0.32,24.6,84.62
Osun,20221122,0.01,25.22,83.5
Osun,20221123,0.0,25.0,78.14
Osun,20221124,0.0,24.92,72.12
Osun,20221125,0.0,24.09,75.64
Osun,20221126,0.0,24.25,85.22
Osun,20221127,2.68,24.22,88.64
Osun,20221128,2.45,24.83,84.95
Osun,20221129,1.08,24.78,84.56
Osun,20221130,2.46,25.45,85.85
Osun,20221201,5.88,25.48,83.06
Osun,20221202,0.02,25.41,83.3
Osun,20221203,0.09,25.06,87.56
Osun,20221204,0.04,25.18,84.67
Osun,20221205,0.1,25.5,86.41
Osun,20221206,0.08,24.87,85.76
Osun,20221207,0.0,24.66,87.88
Osun,20221208,0.0,24.58,81.04
Osun,20221209,0.0,24.11,70.44
Osun,20221210,0.0,23.04,72.04
Osun,20221211,0.0,24.01,77.89
Osun,20221212,0.23,25.15,81.89
Osun,20221213,0.35,24.64,85.84
Osun,20221214,0.22,24.58,83.27
Osun,20221215,0.44,24.26,89.7
Osun,20221216,0.28,24.36,89.77
Osun,20221217,0.0,24.07,91.55
Osun,20221218,0.0,23.38,87.23
Osun,20221219,0.0,23.28,74.87
Osun,20221220,0.0,23.81,69.5
Osun,20221221,0.0,22.15,70.35
Osun,20221222,0.0,23.0,75.94
Osun,20221223,0.0,22.04,69.75
Osun,20221224,0.0,21.77,65.48
Osun,20221225,0.0,21.49,68.61
Osun,20221226,0.0,21.82,68.65
Osun,20221227,0.0,22.22,69.2
Osun,20221228,0.0,22.11,69.26
Osun,20221229,0.0,22.34,64.43
Osun,20221230,0.0,21.47,66.86
Osun,20221231,0.0,21.35,64.48
Osun,20230101,0.0,22.6,65.36
Osun,20230102,0.0,23.23,66.89
Osun,20230103,0.0,22.78,68.93
Osun,20230104,0.0,23.68,69.96
Osun,20230105,0.0,23.88,74.11
Osun,20230106,0.0,24.41,73.65
Osun,20230107,0.0,24.02,70.92
Osun,20230108,0.0,23.75,65.87
Osun,20230109,0.0,21.99,66.29
Osun,20230110,0.0,21.95,63.45
Osun,20230111,0.0,22.23,60.8
Osun,20230112,0.0,22.45,64.41
Osun,20230113,0.0,23.2,68.19
Osun,20230114,0.0,23.27,64.67
Osun,20230115,0.01,23.5,72.35
Osun,20230116,0.0,23.28,65.88
Osun,20230117,0.0,23.46,61.63
Osun,20230118,0.0,23.97,67.32
Osun,20230119,0.0,24.79,75.55
Osun,20230120,0.01,25.27,79.76
Osun,20230121,0.17,25.68,82.35
Osun,20230122,0.25,25.54,83.16
Osun,20230123,0.23,25.58,84.17
Osun,20230124,0.11,26.09,80.78
Osun,20230125,0.32,26.46,77.74
Osun,20230126,0.17,25.71,84.38
Osun,20230127,0.38,25.11,89.47
Osun,20230128,0.59,24.95,90.77
Osun,20230129,0.3,24.53,88.05
Osun,20230130,0.7,25.18,85.81
Osun,20230131,0.0,24.64,84.88
Osun,20230201,0.01,25.49,78.13
Osun,20230202,0.02,26.43,81.95
Osun,20230203,0.01,26.68,79.58
Osun,20230204,0.01,25.69,85.79
Osun,20230205,17.34,25.36,88.73
Osun,20230206,14.04,25.41,87.86
Osun,20230207,10.85,25.0,84.77
Osun,20230208,9.85,25.55,81.25
Osun,20230209,19.47,26.03,82.87
Osun,20230210,0.01,26.59,81.05
Osun,20230211,0.01,26.73,80.42
Osun,20230212,0.0,26.06,74.82
Osun,20230213,0.0,24.53,65.19
Osun,20230214,0.0,24.58,72.1
Osun,20230215,0.0,23.78,72.66
Osun,20230216,0.0,23.03,61.52
Osun,20230217,0.0,22.82,62.53
Osun,20230218,0.0,24.16,61.05
Osun,20230219,0.0,23.56,63.87
Osun,20230220,0.0,24.64,62.68
Osun,20230221,0.05,24.62,66.21
Osun,20230222,1.01,25.68,83.32
Osun,20230223,1.66,26.46,83.11
Osun,20230224,2.19,26.15,87.53
Osun,20230225,6.87,26.3,84.47
Osun,20230226,7.33,26.71,82.62
Osun,20230227,5.57,26.25,85.81
Osun,20230228,7.42,25.96,87.02
Osun,20230301,2.65,25.75,88.03
Osun,20230302,1.31,25.47,90.34
Osun,20230303,1.93,25.74,86.93
Osun,20230304,2.27,26.4,84.35
Osun,20230305,1.25,26.61,84.34
Osun,20230306,1.48,26.03,88.22
Osun,20230307,3.83,26.21,86.46
Osun,20230308,5.83,26.46,87.55
Osun,20230309,6.04,25.83,89.3
Osun,20230310,1.24,25.56,87.84
Osun,20230311,1.46,25.4,89.5
Osun,20230312,0.8,25.42,88.53
Osun,20230313,0.73,26.03,84.02
Osun,20230314,1.09,26.01,84.42
Osun,20230315,1.47,25.71,85.99
Osun,20230316,2.56,25.75,85.66
Osun,20230317,3.52,25.73,83.61
Osun,20230318,13.05,24.77,90.23
Osun,20230319,0.87,24.97,86.29
Osun,20230320,1.59,25.71,84.47
Osun,20230321,9.69,25.18,88.04
Osun,20230322,3.15,25.28,85.46
Osun,20230323,5.86,25.93,82.77
Osun,20230324,12.03,25.21,88.75
Osun,20230325,0.52,25.66,86.56
Osun,20230326,4.45,25.75,86.67
Osun,20230327,27.98,25.37,89.14
Osun,20230328,0.11,26.04,83.43
Osun,20230329,1.84,25.87,86.14
Osun,20230330,5.37,26.61,86.21
Osun,20230331,5.74,26.26,85.85
Osun,20230401,0.04,26.04,84.24
Osun,20230402,0.11,25.47,88.64
Osun,20230403,0.13,25.63,88.97
Osun,20230404,0.02,25.79,87.73
Osun,20230405,0.05,26.12,86.29
Osun,20230406,24.96,26.22,88.37
Osun,20230407,23.69,25.8,90.49
Osun,20230408,26.41,25.54,92.02
Osun,20230409,7.95,25.27,91.32
Osun,20230410,7.86,26.23,87.24
Osun,20230411,7.83,25.21,93.02
Osun,20230412,2.36,25.88,87.68
Osun,20230413,9.6,25.79,90.93
Osun,20230414,2.23,26.08,89.68
Osun,20230415,12.6,25.82,93.13
Osun,20230416,4.53,26.32,87.88
Osun,20230417,2.32,26.23,87.36
Osun,20230418,3.58,26.81,86.78
Osun,20230419,3.16,26.77,86.64
Osun,20230420,3.68,26.44,88.13
Osun,20230421,2.65,25.44,93.2
Osun,20230422,4.15,25.3,93.37
Osun,20230423,12.81,25.51,94.47
Osun,20230424,3.59,25.87,88.05
Osun,20230425,4.69,26.39,86.14
Osun,20230426,4.82,25.44,90.74
Osun,20230427,17.94,24.62,93.95
Osun,20230428,1.45,25.39,88.64
Osun,20230429,14.84,24.99,91.57
Osun,20230430,20.44,24.77,89.42
Osun,20230501,8.48,25.14,88.84
Osun,20230502,11.66,25.77,89.68
Osun,20230503,13.78,25.65,88.05
Osun,20230504,13.99,25.25,90.15
Osun,20230505,5.43,26.14,85.76
Osun,20230506,3.16,25.62,87.74
Osun,20230507,4.34,25.86,89.3
Osun,20230508,1.31,25.77,89.33
Osun,20230509,3.5,25.6,90.55
Osun,20230510,4.77,25.96,91.33
Osun,20230511,5.4,25.86,92.09
Osun,20230512,6.28,25.98,91.81
Osun,20230513,3.09,26.31,90.87
Osun,20230514,11.41,26.1,92.3
Osun,20230515,9.03,26.09,92.6
Osun,20230516,8.43,26.15,91.53
Osun,20230517,6.2,25.78,92.63
Osun,20230518,8.9,25.66,92.72
Osun,20230519,5.89,26.39,89.77
Osun,20230520,7.75,26.65,90.61
Osun,20230521,5.54,25.84,91.24
Osun,20230522,3.56,25.97,88.8
Osun,20230523,4.07,26.13,91.21
Osun,20230524,2.76,26.48,90.86
Osun,20230525,4.83,26.18,92.34
Osun,20230526,3.03,26.26,90.27
Osun,20230527,4.83,25.1,94.17
Osun,20230528,4.9,25.38,92.26
Osun,20230529,4.28,26.4,87.05
Osun,20230530,5.04,25.95,91.64
Osun,20230531,5.06,26.15,92.18
Osun,20230601,10.24,25.88,93.72
Osun,20230602,13.49,25.77,91.32
Osun,20230603,6.17,25.54,90.41
Osun,20230604,5.11,25.67,88.53
Osun,20230605,15.77,25.51,92.24
Osun,20230606,19.35,24.54,95.6
Osun,20230607,25.38,24.76,92.98
Osun,20230608,16.52,24.54,92.55
Osun,20230609,8.58,25.18,89.96
Osun,20230610,24.11,25.05,92.46
Osun,20230611,75.18,23.97,95.97
Osun,20230612,9.86,23.99,92.04
Osun,20230613,0.88,24.27,90.42
Osun,20230614,25.75,25.09,90.92
Osun,20230615,22.13,23.91,95.66
Osun,20230616,13.0,24.67,90.73
Osun,20230617,11.84,25.68,90.62
Osun,20230618,13.99,25.86,91.87
Osun,20230619,18.88,25.46,93.21
Osun,20230620,17.98,24.72,94.53
Osun,20230621,4.06,24.01,92.64
Osun,20230622,2.44,24.21,90.96
Osun,20230623,20.34,24.63,91.65
Osun,20230624,26.57,23.78,93.85
Osun,20230625,3.81,24.64,90.56
Osun,20230626,4.28,24.65,90.46
Osun,20230627,9.43,24.83,91.03
Osun,20230628,11.02,23.71,94.18
Osun,20230629,6.45,24.23,92.82
Osun,20230630,4.55,25.09,90.13
Osun,20230701,4.73,25.62,89.69
Osun,20230702,14.96,24.75,92.48
Osun,20230703,7.17,25.26,90.35
Osun,20230704,8.9,24.55,93.49
Osun,20230705,5.85,24.76,90.51
Osun,20230706,3.99,25.39,88.73
Osun,20230707,16.75,25.06,92.95
Osun,20230708,17.81,25.02,92.6
Osun,20230709,4.4,24.26,92.72
Osun,20230710,0.34,25.03,88.56
Osun,20230711,7.77,25.26,90.5
Osun,20230712,27.87,24.49,95.55
Osun,20230713,3.98,25.3,90.87
Osun,20230714,3.76,25.49,89.43
Osun,20230715,5.28,26.43,85.44
Osun,20230716,9.69,26.27,88.76
Osun,20230717,24.93,24.33,95.5
Osun,20230718,9.23,24.98,93.24
Osun,20230719,6.37,25.36,91.16
Osun,20230720,7.96,25.13,93.09
Osun,20230721,12.73,25.33,92.07
Osun,20230722,29.67,25.18,91.76
Osun,20230723,12.01,24.78,92.83
Osun,20230724,17.35,24.28,93.74
Osun,20230725,1.66,24.92,89.27
Osun,20230726,3.7,25.43,89.78
Osun,20230727,5.36,25.51,90.5
Osun,20230728,10.54,24.53,94.35
Osun,20230729,24.06,24.4,93.44
Osun,20230730,19.46,24.65,92.33
Osun,20230731,14.87,25.21,93.03
Osun,20230801,13.11,24.26,94.27
Osun,20230802,9.35,23.89,93.7
Osun,20230803,5.46,24.59,90.78
Osun,20230804,2.3,25.1,89.67
Osun,20230805,2.11,25.15,90.07
Osun,20230806,1.46,24.27,92.76
Osun,20230807,2.52,24.7,91.47
Osun,20230808,4.01,24.72,91.04
Osun,20230809,9.97,24.71,90.89
Osun,20230810,7.35,24.43,91.33
Osun,20230811,1.71,23.94,92.01
Osun,20230812,3.78,24.76,91.38
Osun,20230813,5.93,24.26,92.27
Osun,20230814,8.71,24.39,91.39
Osun,20230815,1.48,24.75,85.35
Osun,20230816,3.82,25.54,86.82
Osun,20230817,6.71,25.76,90.84
Osun,20230818,15.57,24.9,92.54
Osun,20230819,12.74,24.61,92.0
Osun,20230820,5.06,24.67,91.89
Osun,20230821,2.29,25.29,89.76
Osun,20230822,4.98,25.4,91.06
Osun,20230823,9.01,24.64,93.69
Osun,20230824,7.48,24.28,92.7
Osun,20230825,3.85,25.1,89.54
Osun,20230826,3.97,25.36,91.02
Osun,20230827,8.52,24.33,94.17
Osun,20230828,14.71,24.24,92.25
Osun,20230829,4.64,24.87,90.68
Osun,20230830,68.53,24.12,93.97
Osun,20230831,2.72,24.9,91.71
Osun,20230901,13.82,24.84,92.58
Osun,20230902,58.3,24.05,95.19
Osun,20230903,10.86,23.99,91.35
Osun,20230904,10.52,24.22,92.19
Osun,20230905,18.44,24.54,92.19
Osun,20230906,5.55,25.2,89.36
Osun,20230907,7.0,26.22,88.02
Osun,20230908,40.36,24.85,94.41
Osun,20230909,29.93,24.72,93.58
Osun,20230910,6.77,24.44,92.94
Osun,20230911,6.72,25.18,91.4
Osun,20230912,15.1,24.99,94.08
Osun,20230913,6.75,24.26,94.65
Osun,20230914,2.41,25.32,88.63
Osun,20230915,17.55,24.96,93.83
Osun,20230916,19.63,24.64,93.29
Osun,20230917,7.41,24.98,92.79
Osun,20230918,13.72,24.94,91.5
Osun,20230919,4.61,25.4,88.71
Osun,20230920,6.8,25.74,88.86
Osun,20230921,15.18,25.65,92.11
Osun,20230922,10.52,24.94,93.74
Osun,20230923,14.18,24.97,91.73
Osun,20230924,4.93,24.79,89.46
Osun,20230925,2.07,25.74,87.68
Osun,20230926,3.66,26.51,86.72
Osun,20230927,5.06,25.88,92.27
Osun,20230928,13.64,25.76,93.05
Osun,20230929,12.47,25.11,92.59
Osun,20230930,5.21,25.9,88.83
Osun,20231001,10.02,26.0,90.53
Osun,20231002,11.26,25.8,91.08
Osun,20231003,11.02,25.54,90.47
Osun,20231004,19.29,26.2,88.82
Osun,20231005,27.9,25.92,90.82
Osun,20231006,7.3,25.87,89.97
Osun,20231007,17.56,25.46,92.26
Osun,20231008,4.23,25.21,90.32
Osun,20231009,7.67,25.21,91.91
Osun,20231010,8.81,25.41,92.0
Osun,20231011,12.6,25.3,94.62
Osun,20231012,10.08,24.98,91.97
Osun,20231013,1.48,25.41,90.46
Osun,20231014,3.1,25.1,94.02
Osun,20231015,3.03,25.26,92.57
Osun,20231016,4.12,24.15,93.98
Osun,20231017,1.92,24.74,88.87
Osun,20231018,6.29,25.75,88.24
Osun,20231019,5.9,25.85,92.09
Osun,20231020,6.21,26.18,88.97
Osun,20231021,11.53,25.69,90.77
Osun,20231022,5.43,26.16,89.6
Osun,20231023,0.16,25.54,92.0
Osun,20231024,0.12,25.82,88.94
Osun,20231025,0.2,25.61,90.78
Osun,20231026,0.16,25.68,89.71
Osun,20231027,0.09,26.25,87.18
Osun,20231028,5.25,26.55,86.62
Osun,20231029,4.65,25.76,89.54
Osun,20231030,6.29,25.54,89.99
Osun,20231031,3.65,25.27,92.35
Osun,20231101,3.27,25.77,88.36
Osun,20231102,8.11,25.23,92.56
Osun,20231103,16.04,25.79,91.16
Osun,20231104,20.03,25.71,90.74
Osun,20231105,20.94,25.19,92.05
Osun,20231106,24.16,25.59,91.54
Osun,20231107,2.7,25.75,92.47
Osun,20231108,1.54,25.08,91.98
Osun,20231109,1.88,25.33,90.33
Osun,20231110,1.74,25.76,90.01
Osun,20231111,2.54,25.91,89.83
Osun,20231112,2.76,25.53,89.86
Osun,20231113,0.64,25.77,88.26
Osun,20231114,1.19,26.68,86.25
Osun,20231115,1.87,24.34,92.32
Osun,20231116,0.69,25.36,86.95
Osun,20231117,0.0,25.72,87.01
Osun,20231118,0.0,24.88,87.2
Osun,20231119,0.0,25.32,87.19
Osun,20231120,0.0,26.14,84.79
Osun,20231121,0.0,26.06,84.13
Osun,20231122,3.07,25.71,90.75
Osun,20231123,3.88,25.33,91.96
Osun,20231124,6.86,25.53,93.2
Osun,20231125,13.26,25.13,93.72
Osun,20231126,16.82,24.34,89.85
Osun,20231127,0.07,25.64,84.64
Osun,20231128,0.34,25.27,90.41
Osun,20231129,0.36,24.77,91.65
Osun,20231130,0.47,25.81,86.85
Osun,20231201,0.24,26.02,84.24
Osun,20231202,0.19,25.75,82.89
Osun,20231203,0.12,25.84,82.67
Osun,20231204,0.06,24.81,86.42
Osun,20231205,0.13,25.96,79.89
Osun,20231206,0.31,25.92,83.35
Osun,20231207,0.01,25.72,86.78
Osun,20231208,0.0,25.21,88.83
Osun,20231209,0.0,26.04,78.67
Osun,20231210,0.0,25.96,74.52
Osun,20231211,0.0,25.15,73.51
Osun,20231212,0.0,23.17,70.46
Osun,20231213,0.0,22.25,70.01
Osun,20231214,0.0,23.07,69.08
Osun,20231215,0.0,23.58,70.66
Osun,20231216,0.0,24.61,65.73
Osun,20231217,0.0,25.09,64.96
Osun,20231218,0.0,23.58,71.59
Osun,20231219,0.0,24.46,76.17
Osun,20231220,0.0,24.63,72.67
Osun,20231221,0.0,23.6,72.51
Osun,20231222,0.0,24.3,73.98
Osun,20231223,0.0,24.37,71.21
Osun,20231224,0.0,24.22,66.94
Osun,20231225,0.0,23.88,67.25
Osun,20231226,0.0,23.79,71.43
Osun,20231227,0.0,24.28,69.09
Osun,20231228,0.0,25.28,64.94
Osun,20231229,0.0,25.3,62.6
Osun,20231230,0.0,25.03,65.06
Osun,20231231,0.0,25.18,72.63
Osun,20240101,0.0,25.37,75.62
Osun,20240102,0.0,25.72,78.61
Osun,20240103,0.0,26.01,84.1
Osun,20240104,0.0,26.29,81.82
Osun,20240105,0.0,25.95,84.11
Osun,20240106,0.17,26.21,81.42
Osun,20240107,0.2,26.37,82.94
Osun,20240108,0.32,26.21,80.5
Osun,20240109,0.3,26.73,82.28
Osun,20240110,0.32,26.53,79.13
Osun,20240111,0.0,25.57,75.76
Osun,20240112,0.0,25.03,68.3
Osun,20240113,0.0,24.87,75.9
